"date","station_name","entries"
"2025-10-13","Azadlıq prospekti","26682"
"2025-10-14","Azadlıq prospekti","26845"
"2025-10-15","Azadlıq prospekti","26817"
"2025-10-16","Azadlıq prospekti","26382"
"2025-10-17","Azadlıq prospekti","26095"
"2025-10-18","Azadlıq prospekti","18798"
"2025-10-19","Azadlıq prospekti","14693"
"2025-10-20","Azadlıq prospekti","26838"
"2025-10-21","Azadlıq prospekti","26346"
"2025-10-22","Azadlıq prospekti","26303"
"2025-10-23","Azadlıq prospekti","25613"
"2025-10-24","Azadlıq prospekti","26449"
"2025-10-25","Azadlıq prospekti","18541"
"2025-10-26","Azadlıq prospekti","14346"
"2025-10-27","Azadlıq prospekti","26476"
"2025-10-28","Azadlıq prospekti","26431"
"2025-10-29","Azadlıq prospekti","26318"
"2025-10-30","Azadlıq prospekti","25583"
"2025-10-31","Azadlıq prospekti","26874"
"2025-11-01","Azadlıq prospekti","19544"
"2025-11-02","Azadlıq prospekti","14469"
"2025-11-03","Azadlıq prospekti","26143"
"2025-11-04","Azadlıq prospekti","26114"
"2025-11-05","Azadlıq prospekti","26593"
"2025-11-06","Azadlıq prospekti","27933"
"2025-11-07","Azadlıq prospekti","28648"
"2025-11-08","Azadlıq prospekti","19192"
"2025-11-09","Azadlıq prospekti","14450"
"2025-11-10","Azadlıq prospekti","16813"
"2025-11-11","Azadlıq prospekti","17672"
"2025-11-12","Azadlıq prospekti","26335"
"2025-11-13","Azadlıq prospekti","26548"
"2025-11-14","Azadlıq prospekti","27027"
"2025-11-15","Azadlıq prospekti","18741"
"2025-11-16","Azadlıq prospekti","14802"
"2025-11-17","Azadlıq prospekti","26899"
"2025-11-18","Azadlıq prospekti","27092"
"2025-11-19","Azadlıq prospekti","27062"
"2025-11-20","Azadlıq prospekti","27008"
"2025-11-21","Azadlıq prospekti","27355"
"2025-11-22","Azadlıq prospekti","19160"
"2025-11-23","Azadlıq prospekti","14686"
"2025-11-24","Azadlıq prospekti","26634"
"2025-11-25","Azadlıq prospekti","26770"
"2025-11-26","Azadlıq prospekti","26432"
"2025-11-27","Azadlıq prospekti","26328"
"2025-11-28","Azadlıq prospekti","26844"
"2025-11-29","Azadlıq prospekti","19096"
"2025-11-30","Azadlıq prospekti","15047"
"2025-12-01","Azadlıq prospekti","26521"
"2025-12-02","Azadlıq prospekti","26567"
"2025-12-03","Azadlıq prospekti","26374"
"2025-12-04","Azadlıq prospekti","26422"
"2025-12-05","Azadlıq prospekti","24739"
"2025-12-06","Azadlıq prospekti","19682"
"2025-12-07","Azadlıq prospekti","14617"
"2025-12-08","Azadlıq prospekti","25938"
"2025-12-09","Azadlıq prospekti","26294"
"2025-12-10","Azadlıq prospekti","24459"
"2025-12-11","Azadlıq prospekti","26421"
"2025-12-12","Azadlıq prospekti","26384"
"2025-12-13","Azadlıq prospekti","20031"
"2025-12-14","Azadlıq prospekti","13619"
"2025-12-15","Azadlıq prospekti","26152"
"2025-12-16","Azadlıq prospekti","26420"
"2025-12-17","Azadlıq prospekti","26881"
"2025-12-18","Azadlıq prospekti","26966"
"2025-12-19","Azadlıq prospekti","27168"
"2025-12-20","Azadlıq prospekti","20427"
"2025-12-21","Azadlıq prospekti","16275"
"2025-12-22","Azadlıq prospekti","26473"
"2025-12-23","Azadlıq prospekti","26373"
"2025-12-24","Azadlıq prospekti","26450"
"2025-12-25","Azadlıq prospekti","24368"
"2025-12-26","Azadlıq prospekti","25258"
"2025-12-27","Azadlıq prospekti","20936"
"2025-12-28","Azadlıq prospekti","14200"
"2025-12-29","Azadlıq prospekti","24754"
"2025-12-30","Azadlıq prospekti","22766"
"2025-12-31","Azadlıq prospekti","12064"
"2025-01-01","Bakmil","213"
"2025-01-02","Bakmil","235"
"2025-01-03","Bakmil","656"
"2025-01-04","Bakmil","698"
"2025-01-05","Bakmil","621"
"2025-01-06","Bakmil","2126"
"2025-01-07","Bakmil","2124"
"2025-01-08","Bakmil","2133"
"2025-01-09","Bakmil","2156"
"2025-01-10","Bakmil","2078"
"2025-01-11","Bakmil","1061"
"2025-01-12","Bakmil","587"
"2025-01-13","Bakmil","2298"
"2025-01-14","Bakmil","2113"
"2025-01-15","Bakmil","2118"
"2025-01-16","Bakmil","2029"
"2025-01-17","Bakmil","2113"
"2025-01-18","Bakmil","1096"
"2025-01-19","Bakmil","489"
"2025-01-20","Bakmil","1064"
"2025-01-21","Bakmil","2221"
"2025-01-22","Bakmil","2236"
"2025-01-23","Bakmil","2082"
"2025-01-24","Bakmil","2015"
"2025-01-25","Bakmil","1095"
"2025-01-26","Bakmil","571"
"2025-01-27","Bakmil","1868"
"2025-01-28","Bakmil","1931"
"2025-01-29","Bakmil","1181"
"2025-01-30","Bakmil","1814"
"2025-01-31","Bakmil","1747"
"2025-02-01","Bakmil","1021"
"2025-02-02","Bakmil","524"
"2025-02-03","Bakmil","1904"
"2025-02-04","Bakmil","2109"
"2025-02-05","Bakmil","1990"
"2025-02-06","Bakmil","2040"
"2025-02-07","Bakmil","1943"
"2025-02-08","Bakmil","945"
"2025-02-09","Bakmil","450"
"2025-02-10","Bakmil","2098"
"2025-02-11","Bakmil","2052"
"2025-02-12","Bakmil","1951"
"2025-02-13","Bakmil","1997"
"2025-02-14","Bakmil","2062"
"2025-02-15","Bakmil","1023"
"2025-02-16","Bakmil","538"
"2025-02-17","Bakmil","2198"
"2025-02-18","Bakmil","2179"
"2025-02-19","Bakmil","2127"
"2025-02-20","Bakmil","2076"
"2025-02-21","Bakmil","1890"
"2025-02-22","Bakmil","795"
"2025-02-23","Bakmil","536"
"2025-02-24","Bakmil","1342"
"2025-02-25","Bakmil","1820"
"2025-02-26","Bakmil","2063"
"2025-02-27","Bakmil","1777"
"2025-02-28","Bakmil","2092"
"2025-03-01","Bakmil","759"
"2025-03-02","Bakmil","532"
"2025-03-03","Bakmil","2116"
"2025-03-04","Bakmil","2234"
"2025-03-05","Bakmil","2120"
"2025-03-06","Bakmil","2253"
"2025-03-07","Bakmil","2123"
"2025-03-08","Bakmil","871"
"2025-03-09","Bakmil","522"
"2025-03-10","Bakmil","2047"
"2025-03-11","Bakmil","2196"
"2025-03-12","Bakmil","2032"
"2025-03-13","Bakmil","2029"
"2025-03-14","Bakmil","1922"
"2025-03-15","Bakmil","1015"
"2025-03-16","Bakmil","509"
"2025-03-17","Bakmil","1948"
"2025-03-18","Bakmil","1793"
"2025-03-19","Bakmil","1690"
"2025-03-20","Bakmil","214"
"2025-03-21","Bakmil","182"
"2025-03-22","Bakmil","223"
"2025-03-23","Bakmil","352"
"2025-03-24","Bakmil","699"
"2025-03-25","Bakmil","808"
"2025-03-26","Bakmil","912"
"2025-03-27","Bakmil","929"
"2025-03-28","Bakmil","879"
"2025-03-29","Bakmil","703"
"2025-03-30","Bakmil","219"
"2025-03-31","Bakmil","663"
"2025-04-01","Bakmil","1928"
"2025-04-02","Bakmil","1971"
"2025-04-03","Bakmil","1963"
"2025-04-04","Bakmil","1793"
"2025-04-05","Bakmil","933"
"2025-04-06","Bakmil","476"
"2025-04-07","Bakmil","1977"
"2025-04-08","Bakmil","2000"
"2025-04-09","Bakmil","1992"
"2025-04-10","Bakmil","2045"
"2025-04-11","Bakmil","1835"
"2025-04-12","Bakmil","986"
"2025-04-13","Bakmil","447"
"2025-04-14","Bakmil","1859"
"2025-04-15","Bakmil","1848"
"2025-04-16","Bakmil","1424"
"2025-04-17","Bakmil","1809"
"2025-04-18","Bakmil","1957"
"2025-04-19","Bakmil","1011"
"2025-04-20","Bakmil","524"
"2025-04-21","Bakmil","2081"
"2025-04-22","Bakmil","2063"
"2025-04-23","Bakmil","2050"
"2025-04-24","Bakmil","2066"
"2025-04-25","Bakmil","1931"
"2025-04-26","Bakmil","1011"
"2025-04-27","Bakmil","539"
"2025-04-28","Bakmil","1923"
"2025-04-29","Bakmil","1914"
"2025-04-30","Bakmil","2034"
"2025-05-01","Bakmil","2076"
"2025-05-02","Bakmil","2001"
"2025-05-03","Bakmil","979"
"2025-05-04","Bakmil","532"
"2025-05-05","Bakmil","2038"
"2025-05-06","Bakmil","2111"
"2025-05-07","Bakmil","2049"
"2025-05-08","Bakmil","2036"
"2025-05-09","Bakmil","960"
"2025-05-10","Bakmil","938"
"2025-05-11","Bakmil","500"
"2025-05-12","Bakmil","1939"
"2025-05-13","Bakmil","2054"
"2025-05-14","Bakmil","2045"
"2025-05-15","Bakmil","2074"
"2025-05-16","Bakmil","1986"
"2025-05-17","Bakmil","957"
"2025-05-18","Bakmil","469"
"2025-05-19","Bakmil","2104"
"2025-05-20","Bakmil","2068"
"2025-05-21","Bakmil","1980"
"2025-05-22","Bakmil","2048"
"2025-05-23","Bakmil","2057"
"2025-05-24","Bakmil","970"
"2025-05-25","Bakmil","453"
"2025-05-26","Bakmil","2063"
"2025-05-27","Bakmil","2162"
"2025-05-28","Bakmil","997"
"2025-05-29","Bakmil","2045"
"2025-05-30","Bakmil","2017"
"2025-05-31","Bakmil","1032"
"2025-06-01","Bakmil","495"
"2025-06-02","Bakmil","2073"
"2025-06-03","Bakmil","2084"
"2025-06-04","Bakmil","2032"
"2025-06-05","Bakmil","2011"
"2025-06-06","Bakmil","629"
"2025-06-07","Bakmil","285"
"2025-06-08","Bakmil","252"
"2025-06-09","Bakmil","946"
"2025-06-10","Bakmil","1903"
"2025-06-11","Bakmil","1924"
"2025-06-12","Bakmil","1968"
"2025-06-13","Bakmil","1968"
"2025-06-14","Bakmil","1024"
"2025-06-15","Bakmil","535"
"2025-06-16","Bakmil","995"
"2025-06-17","Bakmil","2009"
"2025-06-18","Bakmil","1905"
"2025-06-19","Bakmil","1931"
"2025-06-20","Bakmil","1921"
"2025-06-21","Bakmil","1513"
"2025-06-22","Bakmil","479"
"2025-06-23","Bakmil","1840"
"2025-06-24","Bakmil","1763"
"2025-06-25","Bakmil","1735"
"2025-06-26","Bakmil","1100"
"2025-06-27","Bakmil","1037"
"2025-06-28","Bakmil","891"
"2025-06-29","Bakmil","565"
"2025-06-30","Bakmil","1801"
"2025-07-01","Bakmil","1815"
"2025-07-02","Bakmil","1762"
"2025-07-03","Bakmil","1646"
"2025-07-04","Bakmil","1715"
"2025-07-05","Bakmil","722"
"2025-07-06","Bakmil","417"
"2025-07-07","Bakmil","1803"
"2025-07-08","Bakmil","1661"
"2025-07-09","Bakmil","1798"
"2025-07-10","Bakmil","1592"
"2025-07-11","Bakmil","1641"
"2025-07-12","Bakmil","868"
"2025-07-13","Bakmil","424"
"2025-07-14","Bakmil","1646"
"2025-07-15","Bakmil","1640"
"2025-07-16","Bakmil","1635"
"2025-07-17","Bakmil","1676"
"2025-07-18","Bakmil","1607"
"2025-07-19","Bakmil","863"
"2025-07-20","Bakmil","415"
"2025-07-21","Bakmil","1687"
"2025-07-22","Bakmil","1609"
"2025-07-23","Bakmil","1567"
"2025-07-24","Bakmil","1584"
"2025-07-25","Bakmil","1556"
"2025-07-26","Bakmil","911"
"2025-07-27","Bakmil","493"
"2025-07-28","Bakmil","1596"
"2025-07-29","Bakmil","1561"
"2025-07-30","Bakmil","1548"
"2025-07-31","Bakmil","1607"
"2025-08-01","Bakmil","1552"
"2025-08-02","Bakmil","886"
"2025-08-03","Bakmil","395"
"2025-08-04","Bakmil","1574"
"2025-08-05","Bakmil","1511"
"2025-08-06","Bakmil","1550"
"2025-08-07","Bakmil","1487"
"2025-08-08","Bakmil","1484"
"2025-08-09","Bakmil","822"
"2025-08-10","Bakmil","442"
"2025-08-11","Bakmil","1520"
"2025-08-12","Bakmil","1538"
"2025-08-13","Bakmil","1551"
"2025-08-14","Bakmil","1565"
"2025-08-15","Bakmil","1478"
"2025-08-16","Bakmil","852"
"2025-08-17","Bakmil","425"
"2025-08-18","Bakmil","1566"
"2025-08-19","Bakmil","1611"
"2025-08-20","Bakmil","1555"
"2025-08-21","Bakmil","1601"
"2025-08-22","Bakmil","1514"
"2025-08-23","Bakmil","915"
"2025-08-24","Bakmil","467"
"2025-08-25","Bakmil","1620"
"2025-08-26","Bakmil","1559"
"2025-08-27","Bakmil","1587"
"2025-08-28","Bakmil","1590"
"2025-08-29","Bakmil","1586"
"2025-08-30","Bakmil","947"
"2025-08-31","Bakmil","477"
"2025-09-01","Bakmil","1689"
"2025-09-02","Bakmil","1646"
"2025-09-03","Bakmil","1650"
"2025-09-04","Bakmil","1623"
"2025-09-05","Bakmil","1640"
"2025-09-06","Bakmil","946"
"2025-09-07","Bakmil","494"
"2025-09-08","Bakmil","1625"
"2025-09-09","Bakmil","1599"
"2025-09-10","Bakmil","1629"
"2025-09-11","Bakmil","1655"
"2025-09-12","Bakmil","1530"
"2025-09-13","Bakmil","1077"
"2025-09-14","Bakmil","501"
"2025-09-15","Bakmil","2493"
"2025-09-16","Bakmil","2504"
"2025-09-17","Bakmil","2290"
"2025-09-18","Bakmil","2362"
"2025-09-19","Bakmil","2310"
"2025-09-20","Bakmil","1087"
"2025-09-21","Bakmil","547"
"2025-09-22","Bakmil","2361"
"2025-09-23","Bakmil","2311"
"2025-09-24","Bakmil","2287"
"2025-09-25","Bakmil","2262"
"2025-09-26","Bakmil","2248"
"2025-09-27","Bakmil","1019"
"2025-09-28","Bakmil","549"
"2025-09-29","Bakmil","2281"
"2025-09-30","Bakmil","2324"
"2025-10-01","Bakmil","2280"
"2025-10-02","Bakmil","2264"
"2025-10-03","Bakmil","2261"
"2025-10-04","Bakmil","1038"
"2025-10-05","Bakmil","533"
"2025-10-06","Bakmil","2342"
"2025-10-07","Bakmil","2322"
"2025-10-08","Bakmil","2286"
"2025-10-09","Bakmil","2285"
"2025-10-10","Bakmil","2293"
"2025-10-11","Bakmil","1021"
"2025-10-12","Bakmil","493"
"2025-10-13","Bakmil","2262"
"2025-10-14","Bakmil","2258"
"2025-10-15","Bakmil","2149"
"2025-10-16","Bakmil","2355"
"2025-10-17","Bakmil","2230"
"2025-10-18","Bakmil","1089"
"2025-10-19","Bakmil","586"
"2025-10-20","Bakmil","2276"
"2025-10-21","Bakmil","2359"
"2025-10-22","Bakmil","2297"
"2025-10-23","Bakmil","2250"
"2025-10-24","Bakmil","2293"
"2025-10-25","Bakmil","1145"
"2025-10-26","Bakmil","569"
"2025-10-27","Bakmil","2378"
"2025-10-28","Bakmil","2347"
"2025-10-29","Bakmil","2205"
"2025-10-30","Bakmil","2177"
"2025-10-31","Bakmil","2293"
"2025-11-01","Bakmil","1048"
"2025-11-02","Bakmil","519"
"2025-11-03","Bakmil","2358"
"2025-11-04","Bakmil","2352"
"2025-11-05","Bakmil","2285"
"2025-11-06","Bakmil","2369"
"2025-11-07","Bakmil","2427"
"2025-11-08","Bakmil","982"
"2025-11-09","Bakmil","444"
"2025-11-10","Bakmil","1065"
"2025-11-11","Bakmil","1207"
"2025-11-12","Bakmil","2441"
"2025-11-13","Bakmil","2511"
"2025-11-14","Bakmil","2347"
"2025-11-15","Bakmil","1195"
"2025-11-16","Bakmil","685"
"2025-11-17","Bakmil","2403"
"2025-11-18","Bakmil","2362"
"2025-11-19","Bakmil","2436"
"2025-11-20","Bakmil","2310"
"2025-11-21","Bakmil","2271"
"2025-11-22","Bakmil","1239"
"2025-11-23","Bakmil","606"
"2025-11-24","Bakmil","2384"
"2025-11-25","Bakmil","2413"
"2025-11-26","Bakmil","2364"
"2025-11-27","Bakmil","2390"
"2025-11-28","Bakmil","2409"
"2025-11-29","Bakmil","1272"
"2025-11-30","Bakmil","665"
"2025-12-01","Bakmil","2160"
"2025-12-02","Bakmil","2410"
"2025-12-03","Bakmil","2361"
"2025-12-04","Bakmil","2335"
"2025-12-05","Bakmil","2253"
"2025-12-06","Bakmil","1250"
"2025-12-07","Bakmil","574"
"2025-12-08","Bakmil","2334"
"2025-12-09","Bakmil","2326"
"2025-12-10","Bakmil","2193"
"2025-12-11","Bakmil","2322"
"2025-12-12","Bakmil","2352"
"2025-12-13","Bakmil","1283"
"2025-12-14","Bakmil","583"
"2025-12-15","Bakmil","2329"
"2025-12-16","Bakmil","2456"
"2025-12-17","Bakmil","2444"
"2025-12-18","Bakmil","2477"
"2025-12-19","Bakmil","2472"
"2025-12-20","Bakmil","1352"
"2025-12-21","Bakmil","622"
"2025-12-22","Bakmil","2402"
"2025-12-23","Bakmil","2469"
"2025-12-24","Bakmil","2447"
"2025-12-25","Bakmil","2279"
"2025-12-26","Bakmil","2227"
"2025-12-27","Bakmil","1292"
"2025-12-28","Bakmil","737"
"2025-12-29","Bakmil","1995"
"2025-12-30","Bakmil","1669"
"2025-12-31","Bakmil","327"
"2025-01-01","Cəfər Cabbarlı","1408"
"2025-01-02","Cəfər Cabbarlı","1596"
"2025-01-03","Cəfər Cabbarlı","1825"
"2025-01-04","Cəfər Cabbarlı","1774"
"2025-01-05","Cəfər Cabbarlı","1418"
"2025-01-06","Cəfər Cabbarlı","4110"
"2025-01-07","Cəfər Cabbarlı","3700"
"2025-01-08","Cəfər Cabbarlı","3648"
"2025-01-09","Cəfər Cabbarlı","3705"
"2025-01-10","Cəfər Cabbarlı","4000"
"2025-01-11","Cəfər Cabbarlı","2051"
"2025-01-12","Cəfər Cabbarlı","1352"
"2025-01-13","Cəfər Cabbarlı","4044"
"2025-01-14","Cəfər Cabbarlı","3861"
"2025-01-15","Cəfər Cabbarlı","3437"
"2025-01-16","Cəfər Cabbarlı","3671"
"2025-01-17","Cəfər Cabbarlı","4296"
"2025-01-18","Cəfər Cabbarlı","1971"
"2025-01-19","Cəfər Cabbarlı","1155"
"2025-01-20","Cəfər Cabbarlı","1871"
"2025-01-21","Cəfər Cabbarlı","4035"
"2025-01-22","Cəfər Cabbarlı","3350"
"2025-01-23","Cəfər Cabbarlı","3476"
"2025-01-24","Cəfər Cabbarlı","3579"
"2025-01-25","Cəfər Cabbarlı","1819"
"2025-01-26","Cəfər Cabbarlı","1320"
"2025-01-27","Cəfər Cabbarlı","3485"
"2025-01-28","Cəfər Cabbarlı","3349"
"2025-01-29","Cəfər Cabbarlı","1800"
"2025-01-30","Cəfər Cabbarlı","3493"
"2025-01-31","Cəfər Cabbarlı","3545"
"2025-02-01","Cəfər Cabbarlı","1991"
"2025-02-02","Cəfər Cabbarlı","1396"
"2025-02-03","Cəfər Cabbarlı","3520"
"2025-02-04","Cəfər Cabbarlı","3524"
"2025-02-05","Cəfər Cabbarlı","3474"
"2025-02-06","Cəfər Cabbarlı","3314"
"2025-02-07","Cəfər Cabbarlı","3475"
"2025-02-08","Cəfər Cabbarlı","2089"
"2025-02-09","Cəfər Cabbarlı","1462"
"2025-02-10","Cəfər Cabbarlı","3682"
"2025-02-11","Cəfər Cabbarlı","3765"
"2025-02-12","Cəfər Cabbarlı","3721"
"2025-02-13","Cəfər Cabbarlı","3602"
"2025-02-14","Cəfər Cabbarlı","4123"
"2025-02-15","Cəfər Cabbarlı","2056"
"2025-02-16","Cəfər Cabbarlı","1600"
"2025-02-17","Cəfər Cabbarlı","6043"
"2025-02-18","Cəfər Cabbarlı","5192"
"2025-02-19","Cəfər Cabbarlı","5190"
"2025-02-20","Cəfər Cabbarlı","5279"
"2025-02-21","Cəfər Cabbarlı","3784"
"2025-02-22","Cəfər Cabbarlı","1830"
"2025-02-23","Cəfər Cabbarlı","1996"
"2025-02-24","Cəfər Cabbarlı","2713"
"2025-02-25","Cəfər Cabbarlı","4394"
"2025-02-26","Cəfər Cabbarlı","6000"
"2025-02-27","Cəfər Cabbarlı","4497"
"2025-02-28","Cəfər Cabbarlı","5704"
"2025-03-01","Cəfər Cabbarlı","1753"
"2025-03-02","Cəfər Cabbarlı","1480"
"2025-03-03","Cəfər Cabbarlı","5677"
"2025-03-04","Cəfər Cabbarlı","5340"
"2025-03-05","Cəfər Cabbarlı","5697"
"2025-03-06","Cəfər Cabbarlı","6514"
"2025-03-07","Cəfər Cabbarlı","7641"
"2025-03-08","Cəfər Cabbarlı","2441"
"2025-03-09","Cəfər Cabbarlı","1768"
"2025-03-10","Cəfər Cabbarlı","5481"
"2025-03-11","Cəfər Cabbarlı","5495"
"2025-03-12","Cəfər Cabbarlı","5104"
"2025-03-13","Cəfər Cabbarlı","4785"
"2025-03-14","Cəfər Cabbarlı","4631"
"2025-03-15","Cəfər Cabbarlı","2033"
"2025-03-16","Cəfər Cabbarlı","1465"
"2025-03-17","Cəfər Cabbarlı","4670"
"2025-03-18","Cəfər Cabbarlı","4500"
"2025-03-19","Cəfər Cabbarlı","4381"
"2025-03-20","Cəfər Cabbarlı","1389"
"2025-03-21","Cəfər Cabbarlı","1180"
"2025-03-22","Cəfər Cabbarlı","1350"
"2025-03-23","Cəfər Cabbarlı","1489"
"2025-03-24","Cəfər Cabbarlı","1786"
"2025-03-25","Cəfər Cabbarlı","1823"
"2025-03-26","Cəfər Cabbarlı","1838"
"2025-03-27","Cəfər Cabbarlı","1700"
"2025-03-28","Cəfər Cabbarlı","1725"
"2025-03-29","Cəfər Cabbarlı","1535"
"2025-03-30","Cəfər Cabbarlı","1278"
"2025-03-31","Cəfər Cabbarlı","1709"
"2025-04-01","Cəfər Cabbarlı","4886"
"2025-04-02","Cəfər Cabbarlı","4990"
"2025-04-03","Cəfər Cabbarlı","5227"
"2025-04-04","Cəfər Cabbarlı","4966"
"2025-04-05","Cəfər Cabbarlı","2293"
"2025-04-06","Cəfər Cabbarlı","1524"
"2025-04-07","Cəfər Cabbarlı","5421"
"2025-04-08","Cəfər Cabbarlı","4941"
"2025-04-09","Cəfər Cabbarlı","5017"
"2025-04-10","Cəfər Cabbarlı","5201"
"2025-04-11","Cəfər Cabbarlı","4801"
"2025-04-12","Cəfər Cabbarlı","2034"
"2025-04-13","Cəfər Cabbarlı","1492"
"2025-04-14","Cəfər Cabbarlı","4516"
"2025-04-15","Cəfər Cabbarlı","4637"
"2025-04-16","Cəfər Cabbarlı","3152"
"2025-04-17","Cəfər Cabbarlı","4379"
"2025-04-18","Cəfər Cabbarlı","4758"
"2025-04-19","Cəfər Cabbarlı","1995"
"2025-04-20","Cəfər Cabbarlı","1375"
"2025-04-21","Cəfər Cabbarlı","4898"
"2025-04-22","Cəfər Cabbarlı","4609"
"2025-04-23","Cəfər Cabbarlı","4460"
"2025-04-24","Cəfər Cabbarlı","4523"
"2025-04-25","Cəfər Cabbarlı","4249"
"2025-04-26","Cəfər Cabbarlı","1918"
"2025-04-27","Cəfər Cabbarlı","1366"
"2025-04-28","Cəfər Cabbarlı","4527"
"2025-04-29","Cəfər Cabbarlı","4094"
"2025-04-30","Cəfər Cabbarlı","4231"
"2025-05-01","Cəfər Cabbarlı","4731"
"2025-05-02","Cəfər Cabbarlı","4405"
"2025-05-03","Cəfər Cabbarlı","2013"
"2025-05-04","Cəfər Cabbarlı","1542"
"2025-05-05","Cəfər Cabbarlı","4421"
"2025-05-06","Cəfər Cabbarlı","4908"
"2025-05-07","Cəfər Cabbarlı","4389"
"2025-05-08","Cəfər Cabbarlı","4337"
"2025-05-09","Cəfər Cabbarlı","1884"
"2025-05-10","Cəfər Cabbarlı","1758"
"2025-05-11","Cəfər Cabbarlı","1379"
"2025-05-12","Cəfər Cabbarlı","4915"
"2025-05-13","Cəfər Cabbarlı","4739"
"2025-05-14","Cəfər Cabbarlı","4765"
"2025-05-15","Cəfər Cabbarlı","4306"
"2025-05-16","Cəfər Cabbarlı","4424"
"2025-05-17","Cəfər Cabbarlı","1982"
"2025-05-18","Cəfər Cabbarlı","1249"
"2025-05-19","Cəfər Cabbarlı","4701"
"2025-05-20","Cəfər Cabbarlı","4555"
"2025-05-21","Cəfər Cabbarlı","4482"
"2025-05-22","Cəfər Cabbarlı","4431"
"2025-05-23","Cəfər Cabbarlı","4126"
"2025-05-24","Cəfər Cabbarlı","1909"
"2025-05-25","Cəfər Cabbarlı","1328"
"2025-05-26","Cəfər Cabbarlı","4505"
"2025-05-27","Cəfər Cabbarlı","4669"
"2025-05-28","Cəfər Cabbarlı","1687"
"2025-05-29","Cəfər Cabbarlı","4049"
"2025-05-30","Cəfər Cabbarlı","4102"
"2025-05-31","Cəfər Cabbarlı","1936"
"2025-06-01","Cəfər Cabbarlı","1387"
"2025-06-02","Cəfər Cabbarlı","4160"
"2025-06-03","Cəfər Cabbarlı","3899"
"2025-06-04","Cəfər Cabbarlı","4136"
"2025-06-05","Cəfər Cabbarlı","4962"
"2025-06-06","Cəfər Cabbarlı","1451"
"2025-06-07","Cəfər Cabbarlı","1491"
"2025-06-08","Cəfər Cabbarlı","1230"
"2025-06-09","Cəfər Cabbarlı","1809"
"2025-06-10","Cəfər Cabbarlı","4297"
"2025-06-11","Cəfər Cabbarlı","3654"
"2025-06-12","Cəfər Cabbarlı","3890"
"2025-06-13","Cəfər Cabbarlı","3866"
"2025-06-14","Cəfər Cabbarlı","1737"
"2025-06-15","Cəfər Cabbarlı","1266"
"2025-06-16","Cəfər Cabbarlı","1682"
"2025-06-17","Cəfər Cabbarlı","3884"
"2025-06-18","Cəfər Cabbarlı","3678"
"2025-06-19","Cəfər Cabbarlı","3351"
"2025-06-20","Cəfər Cabbarlı","3396"
"2025-06-21","Cəfər Cabbarlı","2835"
"2025-06-22","Cəfər Cabbarlı","1177"
"2025-06-23","Cəfər Cabbarlı","3442"
"2025-06-24","Cəfər Cabbarlı","3538"
"2025-06-25","Cəfər Cabbarlı","3431"
"2025-06-26","Cəfər Cabbarlı","1566"
"2025-06-27","Cəfər Cabbarlı","1580"
"2025-06-28","Cəfər Cabbarlı","1476"
"2025-06-29","Cəfər Cabbarlı","1112"
"2025-06-30","Cəfər Cabbarlı","3436"
"2025-07-01","Cəfər Cabbarlı","3211"
"2025-07-02","Cəfər Cabbarlı","3172"
"2025-07-03","Cəfər Cabbarlı","2955"
"2025-07-04","Cəfər Cabbarlı","3135"
"2025-07-05","Cəfər Cabbarlı","1568"
"2025-07-06","Cəfər Cabbarlı","1092"
"2025-07-07","Cəfər Cabbarlı","3096"
"2025-07-08","Cəfər Cabbarlı","3012"
"2025-07-09","Cəfər Cabbarlı","2892"
"2025-07-10","Cəfər Cabbarlı","2834"
"2025-07-11","Cəfər Cabbarlı","2753"
"2025-07-12","Cəfər Cabbarlı","1551"
"2025-07-13","Cəfər Cabbarlı","1054"
"2025-07-14","Cəfər Cabbarlı","2774"
"2025-07-15","Cəfər Cabbarlı","2664"
"2025-07-16","Cəfər Cabbarlı","2575"
"2025-07-17","Cəfər Cabbarlı","2620"
"2025-07-18","Cəfər Cabbarlı","2617"
"2025-07-19","Cəfər Cabbarlı","1416"
"2025-07-20","Cəfər Cabbarlı","1024"
"2025-07-21","Cəfər Cabbarlı","2604"
"2025-07-22","Cəfər Cabbarlı","2346"
"2025-07-23","Cəfər Cabbarlı","2542"
"2025-07-24","Cəfər Cabbarlı","2413"
"2025-07-25","Cəfər Cabbarlı","2444"
"2025-07-26","Cəfər Cabbarlı","1366"
"2025-07-27","Cəfər Cabbarlı","1079"
"2025-07-28","Cəfər Cabbarlı","2438"
"2025-07-29","Cəfər Cabbarlı","2526"
"2025-07-30","Cəfər Cabbarlı","2536"
"2025-07-31","Cəfər Cabbarlı","2371"
"2025-08-01","Cəfər Cabbarlı","2403"
"2025-08-02","Cəfər Cabbarlı","1414"
"2025-08-03","Cəfər Cabbarlı","1038"
"2025-08-04","Cəfər Cabbarlı","2446"
"2025-08-05","Cəfər Cabbarlı","2444"
"2025-08-06","Cəfər Cabbarlı","2386"
"2025-08-07","Cəfər Cabbarlı","2266"
"2025-08-08","Cəfər Cabbarlı","2357"
"2025-08-09","Cəfər Cabbarlı","1366"
"2025-08-10","Cəfər Cabbarlı","1094"
"2025-08-11","Cəfər Cabbarlı","2399"
"2025-08-12","Cəfər Cabbarlı","2252"
"2025-08-13","Cəfər Cabbarlı","2389"
"2025-08-14","Cəfər Cabbarlı","2293"
